"time","metric","group","value","unit","definition","model","label"
2051,"biomass_depletion","all",0.946286862497874,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-2","fixed-catch 2"
2051,"fishing_mortality","all",0.0152367801140304,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-2","fixed-catch 2"
2051,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-2","fixed-catch 2"
2052,"total_biomass","all",2988913.35072625,"t","Illustrative surplus-production total_biomass","fixed-catch-2","fixed-catch 2"
2052,"biomass_depletion","all",0.947341244061782,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-2","fixed-catch 2"
2052,"fishing_mortality","all",0.0152196920180973,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-2","fixed-catch 2"
2052,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-2","fixed-catch 2"
2023,"total_biomass","all",902918.314809643,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2023,"biomass_depletion","all",0.286181517918576,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2023,"fishing_mortality","all",0.0512932943875505,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2023,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2024,"total_biomass","all",1048341.53637285,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2024,"biomass_depletion","all",0.332273658929516,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2024,"fishing_mortality","all",0.0440189008040136,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2024,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2025,"total_biomass","all",1215347.28873904,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2025,"biomass_depletion","all",0.385206420320416,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2025,"fishing_mortality","all",0.0378540226289883,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2025,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2026,"total_biomass","all",1390116.24931251,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2026,"biomass_depletion","all",0.44059974394849,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2026,"fishing_mortality","all",0.0330154202577417,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2026,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2027,"total_biomass","all",1572159.55285092,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2027,"biomass_depletion","all",0.49829868313162,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2027,"fishing_mortality","all",0.0291362287292916,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2027,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2028,"total_biomass","all",1732325.59634583,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2028,"biomass_depletion","all",0.549063586993437,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2028,"fishing_mortality","all",0.026406474278792,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2028,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2029,"total_biomass","all",1915739.97562715,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2029,"biomass_depletion","all",0.607197090999154,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2029,"fishing_mortality","all",0.023847898743601,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2029,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2030,"total_biomass","all",2065446.93313823,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2030,"biomass_depletion","all",0.654646969510614,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2030,"fishing_mortality","all",0.0221001166826247,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2030,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2031,"total_biomass","all",2254216.59714347,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2031,"biomass_depletion","all",0.714477840250442,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2031,"fishing_mortality","all",0.0202305846234563,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2031,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2032,"total_biomass","all",2386697.31545268,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2032,"biomass_depletion","all",0.756467832521967,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2032,"fishing_mortality","all",0.0190968328741584,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2032,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2033,"total_biomass","all",2517438.7212613,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2033,"biomass_depletion","all",0.797906546695138,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2033,"fishing_mortality","all",0.0180960227903876,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2033,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2034,"total_biomass","all",2630888.65908574,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2034,"biomass_depletion","all",0.83386470025326,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2034,"fishing_mortality","all",0.0173088874355802,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2034,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2035,"total_biomass","all",2716505.71356272,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2035,"biomass_depletion","all",0.861001173407098,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2035,"fishing_mortality","all",0.0167587599450572,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2035,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2036,"total_biomass","all",2797122.99409992,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2036,"biomass_depletion","all",0.886552959583311,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2036,"fishing_mortality","all",0.0162717958799155,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2036,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2037,"total_biomass","all",2840653.32267635,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2037,"biomass_depletion","all",0.900349972339801,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2037,"fishing_mortality","all",0.0160204378395689,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2037,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2038,"total_biomass","all",2883214.03123952,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2038,"biomass_depletion","all",0.913839662359952,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2038,"fishing_mortality","all",0.0157820752881782,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2038,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2039,"total_biomass","all",2906769.60256426,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2039,"biomass_depletion","all",0.921305641337877,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2039,"fishing_mortality","all",0.0156531759480903,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2039,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2040,"total_biomass","all",2942700.7678819,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2040,"biomass_depletion","all",0.932694086186682,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2040,"fishing_mortality","all",0.0154605612970791,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2040,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2041,"total_biomass","all",2960133.17925526,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2041,"biomass_depletion","all",0.93821931905214,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2041,"fishing_mortality","all",0.0153688098142177,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2041,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2042,"total_biomass","all",2968193.87730287,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2042,"biomass_depletion","all",0.940774171207547,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2042,"fishing_mortality","all",0.0153267513838939,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2042,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2043,"total_biomass","all",2979025.59136471,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2043,"biomass_depletion","all",0.944207301670218,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2043,"fishing_mortality","all",0.0152705957564543,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2043,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2044,"total_biomass","all",2979193.86748866,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2044,"biomass_depletion","all",0.944260637078077,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2044,"fishing_mortality","all",0.0152697265964888,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2044,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2045,"total_biomass","all",2990077.53623087,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2045,"biomass_depletion","all",0.947710234666342,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2045,"fishing_mortality","all",0.0152137209309361,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2045,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2046,"total_biomass","all",2987558.6045841,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2046,"biomass_depletion","all",0.94691185493433,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2046,"fishing_mortality","all",0.0152266463909269,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2046,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2047,"total_biomass","all",2984287.83293281,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2047,"biomass_depletion","all",0.945875178215542,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
2047,"fishing_mortality","all",0.0152434625981396,"per year","Illustrative surplus-production fishing_mortality","fixed-catch-3","fixed-catch 3"
2047,"catch","all",45145.9157404822,"t","Illustrative surplus-production catch","fixed-catch-3","fixed-catch 3"
2048,"total_biomass","all",2987231.29858892,"t","Illustrative surplus-production total_biomass","fixed-catch-3","fixed-catch 3"
2048,"biomass_depletion","all",0.946808114734372,"ratio","Illustrative surplus-production biomass_depletion","fixed-catch-3","fixed-catch 3"
